,기업명,PER,EPS,PER(krx),EPS(krx),추정PER,추정EPS,PBR,BPS,배당수익률,이자보상배율,유동비율
101730,조이맥스,-1.23,"-4,513",N/A,N/A,N/A,N/A,2.03,"2,725",N/A,N/A,113
900040,차이나그레이트,2.06,251,N/A,N/A,N/A,N/A,0.13,"3,852",12.66,12.2,806.2
102710,이엔에프테크놀로지,11.06,"2,026",10.98,"2,041",N/A,N/A,1.44,"15,585",0.45,36.1,161.8
099440,스맥,-55.48,-62,N/A,N/A,N/A,N/A,0.89,"3,887",1.45,N/A,169.7
102210,해덕파워웨이,-9.48,-116,N/A,N/A,N/A,N/A,0.63,"1,758",4.55,N/A,185.4
099220,SDN,28.27,52,28.27,52,N/A,N/A,0.92,"1,604",N/A,1,101.8
101680,한국정밀기계,-1.11,"-2,164",N/A,N/A,N/A,N/A,0.35,"6,840",N/A,6,233
071970,STX중공업,-0.22,"-17,662",N/A,N/A,N/A,N/A,0.70,"5,479",N/A,N/A,110.6
010240,흥국,7.99,675,7.99,675,N/A,N/A,1.08,"5,004",2.32,38,230.2
101170,우림기계,11.61,313,11.36,320,N/A,N/A,0.54,"6,688",1.65,62,341.5
081150,티플랙스,34.89,87,34.89,87,N/A,N/A,0.88,"3,452",0.66,1.8,212.9
108670,LG하우시스,-10.63,"-5,313",N/A,N/A,23.00,"2,410",0.62,"91,861",0.44,1.2,135
098660,에스티오,-103.86,-35,N/A,N/A,N/A,N/A,0.89,"4,076",3.85,4.5,171.3
071670,에이테크솔루션,180.17,58,177.12,59,N/A,N/A,1.52,"6,868",N/A,0.6,95.6
101490,에스앤에스텍,28.50,234,28.26,236,N/A,N/A,1.60,"4,168",0.75,10.3,132.1
100120,뷰웍스,15.89,"2,077",15.75,"2,095",N/A,N/A,2.31,"14,287",0.91,349.8,653.1
102940,코오롱생명과학,-13.60,"-1,669",N/A,N/A,N/A,N/A,0.54,"41,910",0.59,N/A,107.6
101400,엔시트론,-3.19,-188,N/A,N/A,N/A,N/A,10.71,56,N/A,N/A,102.4
105630,한세실업,-18.24,"-1,269",N/A,N/A,14.00,"1,611",2.20,"10,506",1.94,2.6,126.2
109070,컨버즈,-3.20,"-1,018",N/A,N/A,N/A,N/A,11.85,275,N/A,N/A,63
106240,파인테크닉스,-2.60,-603,N/A,N/A,N/A,N/A,1.27,"1,237",1.42,1.4,80.3
107590,미원홀딩스,10.39,"4,154",10.39,"4,155",N/A,N/A,0.76,"56,573",0.93,10.6,140
086890,이수앱지스,-14.91,-493,N/A,N/A,N/A,N/A,3.28,"2,244",N/A,N/A,708.8
104040,대성파인텍,17.42,95,17.42,95,N/A,N/A,0.98,"1,683",1.45,0.5,126.3
078070,유비쿼스홀딩스,104.17,480,86.51,578,N/A,N/A,4.21,"11,867",0.30,713.7,520.8
086900,메디톡스,36.45,"12,031",34.02,"12,890",31.00,"14,093",9.45,"46,400",0.20,35.8,115.4
058630,엠게임,24.06,139,24.06,139,N/A,N/A,2.02,"1,659",N/A,87.5,235.6
059100,아이컴포넌트,-13.57,-443,N/A,N/A,N/A,N/A,1.40,"4,278",1.66,N/A,121.2
035420,NAVER,28.96,"3,937",25.69,"4,437",34.00,"3,320",3.18,"35,847",0.28,68.7,186.2
067630,에이치엘비생명과학,-154.41,-102,N/A,N/A,N/A,N/A,2.61,"6,036",N/A,N/A,434.2
092130,이크레더블,17.45,"1,040",17.45,"1,040",N/A,N/A,4.54,"3,996",3.69,408.6,296.4
026940,부국철강,35.38,104,35.38,104,N/A,N/A,0.66,"5,615",2.04,N/A,680.7
105560,KB금융,6.13,"7,321",5.82,"7,721",6.00,"7,668",0.50,"90,264",4.28,N/A,N/A
100700,세운메디칼,16.45,221,16.30,223,N/A,N/A,1.82,"1,995",1.38,88.4,488.5
104700,한국철강,24.77,264,24.77,264,7.00,875,0.42,"15,581",3.06,N/A,376.4
098120,마이크로컨텍솔,-4.86,-529,N/A,N/A,N/A,N/A,0.67,"3,841",0.78,N/A,670
083470,KJ프리텍,-0.25,"-1,544",N/A,N/A,N/A,N/A,0.84,463,N/A,N/A,28.8
100090,삼강엠앤티,-2.31,"-2,012",N/A,N/A,N/A,N/A,0.82,"5,645",N/A,N/A,42.8
103590,일진전기,-8.37,-390,N/A,N/A,N/A,N/A,0.40,"8,101",1.84,0.1,77.1
103140,풍산,11.69,"2,212",11.68,"2,213",9.00,"2,837",0.53,"49,164",2.32,2.1,154.5
011070,LG이노텍,13.89,"6,891",13.89,"6,892",16.00,"6,133",1.07,"89,511",0.31,N/A,122.7
101390,아이엠,-2.37,-587,N/A,N/A,N/A,N/A,1.10,"1,258",N/A,N/A,63
076080,웰크론한텍,-42.73,-55,N/A,N/A,N/A,N/A,0.69,"3,412",N/A,N/A,127.1
101670,코리아에스이,-18.41,-91,N/A,N/A,N/A,N/A,0.92,"1,812",0.60,N/A,853.4
094840,슈프리마에이치큐,13.35,668,12.69,703,N/A,N/A,0.68,"13,196",N/A,N/A,N/A
017180,명문제약,130.50,40,127.32,41,N/A,N/A,1.42,"3,677",1.88,N/A,96
063170,서울옥션,18.75,432,17.49,463,N/A,N/A,1.69,"4,807",1.24,0.1,182.1
047560,이스트소프트,49.40,166,47.95,171,N/A,N/A,3.24,"2,532",N/A,N/A,136.7
100220,비상교육,47.23,188,44.62,199,N/A,N/A,0.53,"16,895",2.25,33.3,261.6
096240,청담러닝,21.43,966,18.89,"1,096",N/A,N/A,2.12,"9,783",3.87,14.6,69.2
102260,동성코퍼레이션,-82.11,-71,N/A,N/A,N/A,N/A,0.91,"6,428",3.43,8.3,104.2
101160,월덱스,7.52,"1,064",7.52,"1,064",N/A,N/A,1.86,"4,308",0.62,12.8,161.2
099320,쎄트렉아이,34.19,639,33.77,647,N/A,N/A,2.72,"8,038",0.48,38.6,143.7
102280,쌍방울,-1.42,-738,N/A,N/A,N/A,N/A,0.66,"1,580",N/A,0.4,51
064480,브리지텍,20.00,173,20.00,173,N/A,N/A,1.05,"3,300",2.89,N/A,243.3
098460,고영,29.67,"3,091",29.37,"3,122",29.00,"3,208",5.49,"16,708",0.71,208.3,509.3
067000,조이시티,-9.92,-660,N/A,N/A,N/A,N/A,2.69,"2,434",N/A,4.3,112.1
018620,우진비앤지,-9.86,-365,N/A,N/A,N/A,N/A,2.53,"1,424",N/A,N/A,178.6
095610,테스,7.69,"2,145",7.53,"2,192",9.00,"1,785",1.49,"11,072",2.42,N/A,440.5
053280,예스24,-21.48,-305,N/A,N/A,N/A,N/A,1.68,"3,901",1.83,25.7,83.7
096870,엘디티,48.28,64,48.28,64,N/A,N/A,1.83,"1,689",N/A,N/A,846
032640,LG유플러스,13.01,"1,103",13.01,"1,103",12.00,"1,232",0.91,"15,696",2.79,7.2,109.5
059210,메타바이오메드,-58.88,-49,N/A,N/A,N/A,N/A,1.35,"2,142",0.35,N/A,93
097870,효성오앤비,19.10,457,18.26,478,N/A,N/A,1.17,"7,430",2.74,40.1,646.3
087730,네패스신소재,-26.12,-278,N/A,N/A,N/A,N/A,4.02,"1,808",1.38,N/A,160.9
101140,비티원,53.43,70,51.23,73,N/A,N/A,4.47,836,N/A,N/A,161.7
020560,아시아나항공,-6.26,-964,N/A,N/A,-68.00,-89,1.32,"4,576",N/A,0.1,32
101060,SBS미디어홀딩스,27.59,81,27.59,81,N/A,N/A,0.44,"5,050",1.12,N/A,529.5
100840,S&TC,51.65,243,50.20,250,N/A,N/A,0.39,"32,144",3.98,N/A,389.5
100250,진양홀딩스,134.47,19,127.75,20,N/A,N/A,0.47,"5,473",5.87,7.4,140.6
091440,텔레필드,-2.47,"-1,502",N/A,N/A,N/A,N/A,1.42,"2,605",N/A,N/A,223
096040,이트론,-6.24,-29,N/A,N/A,N/A,N/A,0.97,186,N/A,N/A,578
085310,엔케이,-3.70,-373,N/A,N/A,N/A,N/A,0.90,"1,532",N/A,N/A,96.5
097780,에스맥,30.00,35,26.25,40,N/A,N/A,1.03,"1,020",N/A,1.8,185.3
096630,에스코넥,8.55,220,10.87,173,N/A,N/A,1.11,"1,698",N/A,N/A,136.3
068330,일신바이오,26.69,71,26.32,72,N/A,N/A,2.27,833,0.26,697.8,392.4
093920,서원인텍,22.15,260,22.15,260,N/A,N/A,0.70,"8,229",5.21,9.4,324.4
067010,이씨에스,11.12,393,9.78,447,N/A,N/A,0.67,"6,558",4.58,69.2,295.8
096350,대창솔루션,-7.01,-111,N/A,N/A,N/A,N/A,1.60,486,3.86,N/A,68.4
051600,한전KPS,8.94,"3,585",8.94,"3,585",10.00,"3,097",1.47,"21,870",5.59,161.8,199.8
069920,아이에스이커머스,-7.91,-514,N/A,N/A,N/A,N/A,1.61,"2,518",N/A,N/A,97
096610,알에프세미,233.45,29,233.45,29,N/A,N/A,1.02,"6,663",0.41,0.5,151.4
092070,디엔에프,5.61,"1,312",5.40,"1,363",N/A,N/A,0.83,"8,864",2.72,9.6,276.2
094820,일진파워,6.28,"1,050",6.12,"1,076",N/A,N/A,1.09,"6,072",5.01,164.7,187.7
086670,비엠티,7.86,856,7.82,861,N/A,N/A,0.81,"8,274",2.23,5.3,146.6
093230,이아이디,-8.31,-36,N/A,N/A,N/A,N/A,0.99,303,N/A,N/A,613.8
092440,기신정기,13.41,299,13.41,299,N/A,N/A,0.52,"7,680",3.74,343.4,N/A
094190,이엘케이,-1.73,-454,N/A,N/A,N/A,N/A,3.11,253,N/A,N/A,69.3
095190,이엠코리아,-106.72,-67,N/A,N/A,N/A,N/A,2.99,"2,395",N/A,N/A,87
044450,KSS해운,7.83,898,7.69,914,N/A,N/A,0.63,"11,140",3.27,1.7,32.9
094280,효성ITX,17.36,605,16.91,621,N/A,N/A,2.65,"3,959",4.76,14.6,93.3
092300,현우산업,8.08,432,7.88,443,N/A,N/A,0.68,"5,117",2.87,3.5,90.6
033270,유나이티드제약,12.21,"1,954",11.15,"2,139",11.00,"2,093",1.55,"15,432",1.38,42.7,240.8
093640,다믈멀티미디어,-7.37,-514,N/A,N/A,N/A,N/A,3.55,"1,067",N/A,28,527.7
092200,디아이씨,-9.49,-342,N/A,N/A,N/A,N/A,0.47,"6,838",1.54,0.2,69.2
095910,에스에너지,-4.73,-965,N/A,N/A,N/A,N/A,0.54,"8,415",1.10,N/A,138
081580,성우전자,6.02,548,6.01,549,N/A,N/A,0.46,"7,191",2.42,N/A,335.8
073110,엘엠에스,16.87,747,14.30,881,N/A,N/A,0.79,"16,008",1.19,17.6,178.6
094970,제이엠티,4.30,640,4.28,642,N/A,N/A,0.84,"3,289",3.64,N/A,317.4
080520,오디텍,21.12,295,20.10,310,N/A,N/A,0.59,"10,563",1.61,N/A,842.1
095340,ISC,8.55,945,8.00,"1,010",N/A,N/A,0.67,"12,108",1.82,N/A,278.8
085910,네오티스,15.05,276,14.23,292,N/A,N/A,0.99,"4,185",6.02,2.2,93.7
095500,미래나노텍,18.08,261,16.00,295,N/A,N/A,0.65,"7,302",N/A,1.5,153.1
027580,상보,-1.93,"-1,051",N/A,N/A,N/A,N/A,2.88,706,N/A,1,82.9
097950,CJ제일제당,5.26,"54,173",5.14,"55,416",14.00,"20,438",0.95,"298,494",1.23,3.4,74.8
086040,바이오톡스텍,28.63,249,28.52,250,N/A,N/A,3.32,"2,150",N/A,N/A,70.6
028670,팬오션,15.25,285,15.25,285,15.00,284,0.88,"4,946",N/A,3.8,82.5
090740,연이정보통신,38.62,123,30.25,157,N/A,N/A,1.07,"4,441",3.01,1.2,101.4
057540,옴니시스템,29.36,78,29.36,78,N/A,N/A,1.23,"1,856",N/A,N/A,167.2
094940,푸른기술,69.50,200,61.78,225,N/A,N/A,3.08,"4,506",0.22,0.1,475.9
095270,웨이브일렉트로,-31.27,-710,N/A,N/A,N/A,N/A,5.45,"4,075",N/A,N/A,105.2
097230,한진중공업,-0.08,"-88,339",N/A,N/A,N/A,N/A,-0.14,"-48,707",N/A,0.1,105
093190,빅솔론,7.57,758,7.10,809,N/A,N/A,0.69,"8,328",3.14,28.9,807.3
096760,JW홀딩스,17.33,359,17.28,360,N/A,N/A,2.20,"2,824",1.34,0.5,107
091340,S&K폴리텍,7.30,710,7.23,716,N/A,N/A,0.79,"6,567",N/A,5.6,121.5
096770,SK이노베이션,9.22,"17,622",8.90,"18,267",11.00,"14,245",0.79,"205,466",4.92,4.1,181
072770,네오디안테크놀로지,-22.78,-72,N/A,N/A,N/A,N/A,2.35,698,N/A,N/A,301.1
094480,갤럭시아컴즈,29.84,127,28.50,133,N/A,N/A,1.71,"2,222",0.92,2.5,137.8
086520,에코프로,15.10,"1,781",15.10,"1,781",N/A,N/A,3.29,"8,188",N/A,5.5,166.1
065150,MP그룹,-5.28,-249,N/A,N/A,N/A,N/A,5.55,237,N/A,N/A,146.1
078340,컴투스,9.86,"10,075",9.59,"10,358",10.00,"9,913",1.45,"68,498",1.41,N/A,876.2
095660,네오위즈,9.40,"1,462",9.12,"1,508",N/A,N/A,0.98,"14,029",N/A,590.8,350.5
029780,삼성카드,12.68,"2,980",11.89,"3,178",13.00,"2,948",0.60,"63,455",4.23,N/A,N/A
092600,앤씨앤,-3.64,"-1,100",N/A,N/A,N/A,N/A,1.62,"2,465",1.25,N/A,323.8
069410,엔텔스,52.80,339,52.19,343,N/A,N/A,2.98,"5,999",N/A,278.8,321.9
001780,알루코,112.50,26,112.50,26,N/A,N/A,1.07,"2,743",0.86,0.8,67.9
093380,풍강,43.54,82,42.00,85,N/A,N/A,0.57,"6,259",1.12,3.6,162.7
095720,웅진씽크빅,5.99,475,5.25,542,N/A,N/A,0.41,"7,010",4.27,1,215.9
086450,동국제약,11.13,"5,238",10.92,"5,341",N/A,N/A,1.67,"34,999",0.89,87,295.3
064820,케이프,21.77,96,21.55,97,N/A,N/A,0.37,"5,662",N/A,2.2,35.5
091580,상신이디피,16.62,692,16.41,701,N/A,N/A,2.54,"4,533",0.61,2.5,78.2
092460,한라IMS,34.29,219,33.23,226,N/A,N/A,1.08,"6,985",1.33,N/A,182.9
073540,에프알텍,-38.29,-140,N/A,N/A,N/A,N/A,1.85,"2,892",N/A,N/A,110.3
091120,이엠텍,9.18,"1,564",9.18,"1,564",N/A,N/A,1.16,"12,383",1.04,N/A,147.7
094850,참좋은여행,10.45,731,10.27,744,N/A,N/A,1.26,"6,053",2.22,16.8,98.8
094860,코닉글로리,-6.92,-79,N/A,N/A,N/A,N/A,2.21,248,N/A,N/A,319.7
078020,이베스트투자증권,6.35,841,5.56,960,N/A,N/A,0.47,"11,403",9.08,N/A,N/A
093520,매커스,8.24,576,6.89,689,N/A,N/A,1.22,"3,903",2.53,48.1,243.1
048260,오스템임플란트,83.56,888,81.27,913,29.00,"2,550",9.44,"7,862",N/A,9.3,75.7
091970,나노캠텍,97.74,53,94.18,55,N/A,N/A,1.65,"3,135",N/A,9.1,130.6
092730,네오팜,25.34,"2,060",24.02,"2,173",22.00,"2,407",6.23,"8,380",1.25,N/A,419.5
090460,비에이치,6.57,"2,609",6.29,"2,726",7.00,"2,461",2.63,"6,526",N/A,2.3,108.4
039200,오스코텍,198.03,127,164.38,153,N/A,N/A,15.52,"1,621",N/A,4.9,354.1
089010,켐트로닉스,139.10,78,123.30,88,N/A,N/A,1.84,"5,884",N/A,2.3,86.5
090470,제이스텍,21.01,552,20.83,557,N/A,N/A,1.29,"8,971",0.86,N/A,304.2
088130,동아엘텍,5.86,"1,542",5.78,"1,563",N/A,N/A,0.62,"14,524",1.66,106.7,280.7
090370,메타랩스,-6.08,-329,N/A,N/A,N/A,N/A,1.32,"1,515",N/A,0.6,105.6
093370,후성,22.34,333,22.34,333,17.00,428,3.31,"2,246",N/A,19.6,165.9
084110,휴온스글로벌,14.68,"2,647",14.58,"2,665",N/A,N/A,1.16,"33,358",1.23,46.7,186.1
089150,케이씨티,37.22,72,37.22,72,N/A,N/A,1.17,"2,282",4.48,7.9,121.9
091700,파트론,100.56,179,96.77,186,14.00,"1,256",3.05,"5,902",1.11,24,122
086390,유니테스트,5.04,"2,478",4.84,"2,585",N/A,N/A,1.81,"6,925",3.20,147.1,324.3
090710,휴림로봇,-3.90,-282,N/A,N/A,N/A,N/A,3.02,364,N/A,N/A,184
093050,LF,7.77,"2,846",7.77,"2,846",7.00,"3,098",0.55,"40,126",2.26,17.4,179.8
060540,에스에이티,10.33,245,10.33,245,N/A,N/A,0.86,"2,937",1.98,5.6,114
066310,큐에스아이,-146.74,-43,N/A,N/A,N/A,N/A,0.99,"6,365",0.32,40.5,852.2
067280,멀티캠퍼스,17.14,"2,928",17.04,"2,946",N/A,N/A,3.11,"16,156",1.00,29.1,183.5
044380,주연테크,-9.96,-49,N/A,N/A,N/A,N/A,1.06,459,N/A,N/A,592.5
044820,코스맥스비티아이,18.74,990,18.66,994,N/A,N/A,0.59,"31,281",0.75,1,51.4
086250,화신테크,-7.60,-801,N/A,N/A,N/A,N/A,2.78,"2,194",0.33,N/A,63.8
089890,코세스,14.08,544,14.06,545,N/A,N/A,5.95,"1,287",N/A,3.8,131.1
034590,인천도시가스,7.98,"3,686",7.52,"3,912",N/A,N/A,0.67,"43,682",4.25,50.9,148.7
080470,성창오토텍,-30.90,-310,N/A,N/A,N/A,N/A,1.83,"5,229",0.52,0.3,116.8
089140,넥스턴,23.40,468,21.10,519,N/A,N/A,1.23,"8,937",0.91,N/A,N/A
089790,제이티,16.16,264,17.48,244,N/A,N/A,1.87,"2,276",3.05,19.1,113.1
090150,광진윈텍,-14.92,-261,N/A,N/A,N/A,N/A,1.02,"3,835",1.28,N/A,116
088390,이녹스,-2.18,"-3,162",N/A,N/A,N/A,N/A,0.46,"15,095",N/A,1.2,94.9
009770,삼정펄프,-502.14,-70,N/A,N/A,N/A,N/A,0.49,"72,139",2.85,N/A,N/A
092220,KEC,93.08,13,93.08,13,N/A,N/A,0.62,"1,953",0.99,N/A,166.7
092230,KPX홀딩스,66.59,871,64.37,901,N/A,N/A,0.39,"148,271",4.48,11,216.6
089230,THE E&M,5.90,199,5.90,199,N/A,N/A,4.24,277,N/A,2.5,45.2
043150,바텍,15.18,"1,835",15.18,"1,835",11.00,"2,457",1.89,"14,752",0.36,18.8,217.8
086960,한컴MDS,20.28,683,18.89,733,N/A,N/A,1.06,"13,107",1.80,9.4,330.2
089470,HDC현대EP,19.81,266,19.16,275,N/A,N/A,0.58,"9,135",1.14,5.2,148.4
038060,루멘스,-3.33,-672,N/A,N/A,N/A,N/A,0.58,"3,876",N/A,N/A,139.4
091090,세원셀론텍,-12.62,-277,N/A,N/A,N/A,N/A,1.27,"2,752",N/A,0.3,93.5
083660,CSA 코스믹,-173.75,-24,N/A,N/A,N/A,N/A,3.49,"1,196",N/A,N/A,209
062860,티엘아이,-1.91,"-2,094",N/A,N/A,N/A,N/A,0.47,"8,505",3.00,N/A,397.8
063570,한국전자금융,14.28,621,12.64,702,N/A,N/A,1.71,"5,192",1.24,1.6,110.3
086980,쇼박스,46.71,70,46.71,70,N/A,N/A,1.45,"2,255",1.53,29.6,389.4
068050,팬엔터테인먼트,-57.76,-76,N/A,N/A,N/A,N/A,1.30,"3,380",N/A,N/A,77.4
085370,루트로닉,-15.80,-574,N/A,N/A,N/A,N/A,1.79,"5,072",0.17,N/A,170.5
039290,인포뱅크,22.23,350,21.55,361,N/A,N/A,1.24,"6,279",0.64,18.1,207.9
090350,노루페인트,12.57,623,12.57,623,N/A,N/A,0.52,"15,042",3.19,3.2,119.4
090430,아모레퍼시픽,36.78,"4,813",36.76,"4,815",34.00,"5,191",2.76,"64,109",0.67,206.4,168.8
078860,아이오케이,-4.26,-408,N/A,N/A,N/A,N/A,0.78,"2,229",N/A,0.1,112.9
088910,동우팜투테이블,6.69,702,6.66,705,N/A,N/A,0.64,"7,332",1.07,890.8,474.3
032350,롯데관광개발,-6.05,"-2,048",N/A,N/A,N/A,N/A,2.85,"4,353",N/A,N/A,268.5
054950,제이브이엠,33.59,"1,289",32.00,"1,353",N/A,N/A,2.08,"20,834",0.81,60.3,141.2
090080,평화산업,-1.36,"-1,178",N/A,N/A,N/A,N/A,2.69,595,3.12,N/A,68.2
049800,우진플라임,-3.60,"-1,359",N/A,N/A,N/A,N/A,0.73,"6,673",N/A,N/A,110.5
084730,팅크웨어,38.85,235,35.12,260,N/A,N/A,0.59,"15,415",N/A,4.3,267.2
035510,신세계 I&C,7.29,"17,009",6.94,"17,877",N/A,N/A,1.06,"117,489",1.21,192.7,213.4
086060,진바이오텍,20.26,312,20.26,312,N/A,N/A,1.13,"5,570",0.47,0.9,350.2
022220,정산애강,16.34,145,16.34,145,N/A,N/A,1.71,"1,383",N/A,736.6,308.4
088790,진도,8.81,449,8.79,450,N/A,N/A,0.47,"8,402",3.79,N/A,216.5
088800,에이스테크,120.83,96,119.59,97,18.00,646,5.01,"2,314",0.22,1.2,103.8
023530,롯데쇼핑,-8.33,"-19,327",N/A,N/A,15.00,"10,624",0.39,"414,048",3.23,1.8,77.7
068760,셀트리온제약,-187.32,-276,N/A,N/A,N/A,N/A,6.52,"7,932",N/A,1.3,140.1
083450,GST,6.58,"1,033",6.30,"1,080",N/A,N/A,0.75,"9,108",1.47,N/A,338
019990,에너토크,30.18,137,30.18,137,N/A,N/A,0.96,"4,300",1.45,490.4,757.6
079370,제우스,4.31,"2,957",4.26,"2,990",N/A,N/A,0.62,"20,464",2.35,9.9,158.4
046110,한일네트웍스,12.81,427,12.52,437,N/A,N/A,1.05,"5,220",3.66,13.7,131.2
085670,뉴프렉스,7.78,343,7.78,343,N/A,N/A,0.94,"2,829",2.25,N/A,122.2
084370,유진테크,14.08,838,13.74,859,11.00,"1,094",1.13,"10,467",1.95,158.7,379.9
083790,크리스탈,89.66,179,85.83,187,N/A,N/A,3.63,"4,419",N/A,N/A,N/A
064550,바이오니아,-24.04,-408,N/A,N/A,N/A,N/A,5.56,"1,764",N/A,N/A,114.7
084990,헬릭스미스,-106.11,"-1,800",N/A,N/A,N/A,N/A,22.77,"8,390",N/A,N/A,204.1
083640,인콘,-156.84,-19,N/A,N/A,N/A,N/A,3.79,787,N/A,N/A,107.6
085660,차바이오텍,36.00,468,35.40,476,N/A,N/A,2.70,"6,231",N/A,0.4,209.2
086280,현대글로비스,14.28,"11,663",14.28,"11,663",11.00,"14,626",1.47,"113,605",1.98,9.4,139.3
078140,대봉엘에스,13.99,561,13.99,561,N/A,N/A,1.17,"6,731",0.64,745.9,741
067900,와이엔텍,15.32,496,15.32,496,N/A,N/A,1.19,"6,406",N/A,8.9,52.3
083550,케이엠,18.00,446,16.56,485,N/A,N/A,0.97,"8,273",0.61,18.9,181.1
084870,TBH글로벌,-0.86,"-2,764",N/A,N/A,N/A,N/A,0.27,"8,795",N/A,N/A,165.5
084180,수성,-4.06,"-1,435",N/A,N/A,N/A,N/A,4.77,"1,221",1.20,N/A,64.6
086790,하나금융지주,5.06,"7,457",5.13,"7,360",5.00,"7,591",0.43,"88,026",5.03,N/A,N/A
050540,한국코퍼레이션,-3.36,-665,N/A,N/A,N/A,N/A,2.03,"1,102",N/A,N/A,59.1
001560,제일연마,12.29,538,9.22,717,N/A,N/A,0.65,"10,241",3.03,25.3,320
080420,모다이노칩,15.11,308,13.41,347,N/A,N/A,1.08,"4,317",1.07,3.1,111.3
083650,비에이치아이,-2.21,"-1,140",N/A,N/A,N/A,N/A,0.78,"3,231",N/A,N/A,53
079190,EMW,-4.38,-634,N/A,N/A,N/A,N/A,3.42,813,N/A,10.1,114.6
045890,GV,-7.95,-251,N/A,N/A,N/A,N/A,1.04,"1,914",N/A,N/A,151.1
079430,현대리바트,9.75,"1,893",9.54,"1,933",N/A,N/A,0.83,"22,242",1.57,45.9,204.6
082800,루미마이크로,-9.82,-168,N/A,N/A,N/A,N/A,1.80,919,N/A,N/A,579.1
043910,자연과환경,53.65,26,53.65,26,N/A,N/A,1.57,886,N/A,0,149.4
079000,와토스코리아,13.72,403,13.72,403,N/A,N/A,0.54,"10,224",3.62,N/A,N/A
084010,대한제강,-11.94,-695,N/A,N/A,N/A,N/A,0.43,"19,356",1.81,1,191.4
041020,인프라웨어,-4.24,-276,N/A,N/A,N/A,N/A,1.17,999,N/A,N/A,527.2
078590,두올산업,-5.88,-181,N/A,N/A,N/A,N/A,2.15,495,N/A,N/A,84.4
038070,서린바이오,26.42,360,26.20,363,N/A,N/A,1.29,"7,367",0.99,54.5,283.1
075180,새론오토모티브,14.05,385,14.05,385,N/A,N/A,0.47,"11,581",2.77,N/A,460
083420,그린케미칼,29.44,126,28.98,128,N/A,N/A,0.68,"5,471",4.31,6,109.3
079940,가비아,15.93,551,15.24,576,N/A,N/A,1.82,"4,818",0.34,19.1,174
077360,덕산하이메탈,10.56,535,9.28,609,N/A,N/A,0.58,"9,716",N/A,50.6,N/A
083930,아바코,4.20,"1,592",3.89,"1,719",N/A,N/A,0.81,"8,285",2.99,526,179.6
067310,하나마이크론,70.89,62,69.76,63,N/A,N/A,0.73,"6,037",1.37,4.4,45.4
082660,삼우엠스,-0.57,"-1,208",N/A,N/A,N/A,N/A,2.12,326,N/A,N/A,137.8
083310,엘오티베큠,6.71,"1,242",6.59,"1,266",N/A,N/A,0.88,"9,465",0.36,61.5,190.7
080010,이상네트웍스,10.57,758,10.32,776,N/A,N/A,0.82,"9,799",1.25,11.6,211.9
084690,대상홀딩스,11.91,632,11.91,632,N/A,N/A,0.53,"14,078",2.52,5.6,139.4
058220,아리온,-6.54,-130,N/A,N/A,N/A,N/A,3.05,279,N/A,N/A,55.3
071950,코아스,-292.00,-5,N/A,N/A,N/A,N/A,1.94,751,N/A,2.6,76.5
078160,메디포스트,-266.28,-129,N/A,N/A,N/A,N/A,4.20,"8,182",N/A,1.9,462.9
082850,우리바이오,-1.52,-792,N/A,N/A,N/A,N/A,0.55,"2,185",N/A,1.1,91.9
080160,모두투어,31.70,664,30.29,695,18.00,"1,175",2.83,"7,441",1.66,24.4,130
084680,이월드,30.19,103,30.19,103,N/A,N/A,1.72,"1,812",N/A,10.6,108
084670,동양고속,59.19,446,56.90,464,N/A,N/A,0.65,"40,725",3.79,7.4,59.1
042700,한미반도체,9.19,805,7.66,966,N/A,N/A,1.73,"4,287",3.38,11.8,353.1
078890,가온미디어,37.78,356,36.55,368,N/A,N/A,1.37,"9,843",0.74,6.8,163.5
050890,쏠리드,35.35,187,26.87,246,N/A,N/A,3.01,"2,193",0.33,N/A,75.9
004890,동일산업,10.15,"6,455",9.14,"7,164",N/A,N/A,0.40,"162,417",2.29,590.2,545.9
082210,옵트론텍,54.49,156,52.80,161,N/A,N/A,1.90,"4,479",0.35,6,74.1
082270,젬백스,-50.15,-325,N/A,N/A,N/A,N/A,5.03,"3,239",N/A,N/A,161.5
075130,플랜티넷,36.89,148,33.09,165,N/A,N/A,0.65,"8,336",2.75,42.2,373.3
080440,에스제이케이,-1.28,"-1,537",N/A,N/A,N/A,N/A,1.31,"1,505",N/A,N/A,17.9
010960,삼호개발,5.86,832,5.70,855,N/A,N/A,0.65,"7,489",3.28,31.1,164.9
073240,금호타이어,-4.96,-787,N/A,N/A,-10.00,-388,0.79,"4,919",N/A,N/A,111.4
073490,이노와이어리스,869.44,36,869.44,36,N/A,N/A,2.80,"11,179",N/A,7.2,247.2
079950,인베니아,13.23,246,12.62,258,N/A,N/A,1.58,"2,057",1.84,4.6,165.3
079960,동양이엔피,18.73,622,18.26,638,N/A,N/A,0.46,"25,178",2.58,206.1,299
080220,제주반도체,9.95,381,9.90,383,N/A,N/A,1.43,"2,650",N/A,0.2,166.6
079170,한창산업,20.99,273,20.91,274,N/A,N/A,0.56,"10,167",2.09,N/A,847.4
079810,디이엔티,-1.83,"-1,262",N/A,N/A,N/A,N/A,1.14,"2,022",N/A,N/A,95.8
080000,에스엔유,8.73,302,8.70,303,N/A,N/A,0.84,"3,149",N/A,14.6,328.3
